"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-01 ~ 2025-07-11"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"880","부산광역시 부산진구 전포동","890-1","0890","0001","한일유앤아이(890-1)","84.8900","202506","27","26,800","-","10","개인","개인","2006","전포대로171번길 13","-","중개거래","부산 부산진구","-"
"881","부산광역시 연제구 거제동","1475","1475","0000","쌍용","122.4580","202506","27","103,000","-","17","개인","개인","2002","법원북로 13","-","중개거래","부산 연제구","-"
"882","부산광역시 동래구 안락동","433-4","0433","0004","충렬지음","49.0240","202506","27","21,000","-","10","개인","개인","2019","충렬대로 370","-","중개거래","부산 동래구","-"
"883","부산광역시 동래구 사직동","1022","1022","0000","사직KCC스위첸1단지","59.9973","202506","27","52,500","-","9","개인","개인","2016","사직북로 64","-","중개거래","부산 동래구","-"
"884","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티1","102.5200","202506","27","54,300","-","3","개인","개인","2001","분포로 111","-","중개거래","부산 남구","-"
"885","부산광역시 기장군 정관읍 방곡리","407","0407","0000","정관가화만사성더테라스1차","60.1758","202506","27","23,000","-","2","개인","개인","2017","구연방곡로 120","-","중개거래","부산 기장군","-"
"886","부산광역시 북구 금곡동","1909","1909","0000","대우이안","84.9387","202506","27","26,800","-","20","개인","개인","2006","금곡대로550번길 6","-","중개거래","부산 북구","-"
"887","부산광역시 남구 문현동","1234","1234","0000","베스티움","84.6906","202506","27","59,800","-","18","개인","개인","2019","고동골로 29","-","중개거래","부산 남구","-"
"888","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202506","27","59,200","-","19","개인","개인","2019","유엔로 246","-","중개거래","부산 금정구, 부산 남구","-"
"889","부산광역시 기장군 정관읍 방곡리","407","0407","0000","정관가화만사성더테라스1차","60.1758","202506","27","23,000","-","2","개인","개인","2017","구연방곡로 120","20250627","중개거래","부산 기장군","-"
"890","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202506","27","57,000","-","3","개인","개인","2019","유엔로 246","-","중개거래","부산 남구, 부산 해운대구","-"
"891","부산광역시 동래구 온천동","178-7","0178","0007","벽산아스타","117.7780","202506","27","55,000","-","35","개인","개인","2008","중앙대로1473번길 13","-","중개거래","부산 동래구","-"
"892","부산광역시 동래구 온천동","1833","1833","0000","동래삼정그린코아포레스트","84.6791","202506","27","45,500","-","6","개인","개인","2018","쇠미로 153","-","중개거래","부산 동래구","-"
"893","부산광역시 동래구 온천동","1838","1838","0000","동래효성해링턴플레이스","84.3751","202506","27","56,900","-","45","개인","개인","2019","아시아드대로255번길 14","-","중개거래","부산 동래구","-"
"894","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9928","202506","27","96,000","-","32","개인","개인","2022","충렬대로107번길 65","-","중개거래","부산 동래구, 부산 연제구","-"
"895","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9928","202506","27","93,000","-","8","개인","개인","2022","충렬대로107번길 65","20250707","중개거래","부산 동래구","-"
"896","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9928","202506","27","93,000","-","8","개인","개인","2022","충렬대로107번길 65","-","중개거래","부산 동래구","-"
"897","부산광역시 해운대구 재송동","1197","1197","0000","더샵센텀파크2차","100.9450","202506","27","110,000","-","18","개인","개인","2005","센텀중앙로 142","-","중개거래","부산 해운대구","-"
"898","부산광역시 동래구 온천동","1436-1","1436","0001","금성맨션","71.3000","202506","27","21,500","-","3","개인","개인","1981","중앙대로1335번길 3","-","중개거래","부산 동래구","-"
"899","부산광역시 동구 좌천동","1168","1168","0000","두산위브범일뉴타운","84.9959","202506","27","32,500","-","6","개인","개인","2006","성남일로 5","-","중개거래","부산 동구","-"
"900","부산광역시 동래구 온천동","1680","1680","0000","동부현대","59.7550","202506","27","12,800","-","11","개인","개인","1995","쇠미로129번길 86","-","중개거래","부산 동래구","-"
"901","부산광역시 동래구 안락동","600-6","0600","0006","남흥","84.9700","202506","27","30,000","-","6","개인","개인","1989","충렬대로428번가길 19","-","중개거래","부산 동래구","-"
"902","부산광역시 동래구 안락동","472-57","0472","0057","안락SKVIEW","84.9600","202506","27","41,000","-","16","개인","개인","1999","충렬대로 487","-","중개거래","부산 동래구","-"
"903","부산광역시 해운대구 우동","1488","1488","0000","대우월드마크센텀","146.8000","202506","27","210,000","-","26","개인","개인","2010","센텀동로 25","-","중개거래","부산 해운대구","-"
"904","부산광역시 기장군 일광읍 삼성리","746","0746","0000","이지더원1차오션포레","59.6231","202506","27","29,500","-","18","개인","개인","2020","해빛4로 1","-","중개거래","부산 기장군","-"
"905","부산광역시 기장군 정관읍 용수리","1364","1364","0000","정관신도시롯데캐슬","84.8500","202506","27","28,500","-","9","개인","개인","2008","정관3로 52","-","중개거래","부산 기장군","-"
"906","부산광역시 서구 동대신동1가","420","0420","0000","동대신역비스타동원아파트","84.4282","202506","27","53,400","-","19","개인","개인","2021","보수대로154번길 29","-","중개거래","부산 서구","-"
"907","부산광역시 기장군 정관읍 용수리","1318","1318","0000","정관협성르네상스타운","101.3160","202506","27","42,000","-","8","개인","개인","2013","정관4로 68","-","중개거래","부산 기장군","-"
"908","부산광역시 부산진구 범전동","450","0450","0000","삼한골든뷰센트럴파크","84.9929","202506","27","76,000","-","56","개인","법인","2019","중앙대로 821","-","중개거래","부산 부산진구","-"
"909","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","148.2000","202506","27","229,000","-","10","개인","개인","1981","광안해변로 100","-","중개거래","부산 수영구","-"
"910","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","84.9696","202506","27","59,200","-","28","개인","개인","2021","봉수로 2","-","중개거래","부산 연제구","-"
"911","부산광역시 강서구 명지동","3328","3328","0000","명지협성휴포레","59.9395","202506","27","30,500","-","17","개인","개인","2016","명지국제5로 141","-","중개거래","부산 강서구","-"
"912","부산광역시 사하구 하단동","1175","1175","0000","가락타운3","84.9300","202506","27","26,800","-","8","개인","개인","1992","하신중앙로 265","-","중개거래","부산 사하구","-"
"913","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스하버시티","75.5531","202506","27","62,500","-","34","개인","개인","2023","범일로 21","20250627","중개거래","부산 동구","-"
"914","부산광역시 사하구 다대동","1667","1667","0000","다대푸르지오","84.9928","202506","27","38,000","-","14","개인","개인","2012","윤공단로 123","-","중개거래","부산 사하구","-"
"915","부산광역시 부산진구 범전동","450","0450","0000","삼한골든뷰센트럴파크","84.9929","202506","27","83,000","-","33","개인","개인","2019","중앙대로 821","-","중개거래","부산 부산진구","-"
"916","부산광역시 사상구 모라동","1362","1362","0000","우신모라","47.3700","202506","27","11,400","116","7","개인","개인","1992","백양대로 880","-","중개거래","부산 사상구","25.07.03"
"917","부산광역시 금정구 장전동","739","0739","0000","금정산2차쌍용예가","84.9640","202506","27","49,500","-","5","개인","개인","2014","수림로72번길 21","-","중개거래","부산 금정구","-"
"918","부산광역시 기장군 일광읍 삼성리","785","0785","0000","일광자이푸르지오2단지","84.9718","202506","27","55,000","-","22","개인","개인","2020","해빛로 29","-","중개거래","부산 기장군","-"
"919","부산광역시 연제구 거제동","1467-1","1467","0001","거제동롯데캐슬","84.9370","202506","27","39,500","-","9","개인","개인","2001","세병로 44","-","중개거래","부산 연제구","-"
"920","부산광역시 연제구 거제동","1272","1272","0000","거제아시아드삼정그린코아","75.0516","202506","27","31,000","-","1","개인","개인","2001","월드컵대로 325","-","중개거래","부산 연제구","-"
"921","부산광역시 연제구 거제동","1272","1272","0000","거제아시아드삼정그린코아","84.8673","202506","27","33,000","-","7","개인","개인","2001","월드컵대로 325","-","중개거래","부산 연제구","-"
"922","부산광역시 연제구 거제동","1475","1475","0000","쌍용","59.9910","202506","27","46,300","-","11","개인","개인","2002","법원북로 13","-","중개거래","부산 연제구","-"
"923","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","101.5500","202506","27","49,000","-","11","개인","개인","2002","선수촌로 122","20250630","중개거래","부산 해운대구","-"
"924","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","101.5500","202506","27","49,000","-","11","개인","개인","2002","선수촌로 122","-","중개거래","부산 해운대구","-"
"925","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","84.8000","202506","27","46,500","-","8","개인","개인","2002","선수촌로 122","-","중개거래","부산 해운대구","-"
"926","부산광역시 해운대구 반여동","1477-1","1477","0001","왕자","65.1600","202506","27","42,000","-","5","개인","개인","1979","선수촌로 9","-","중개거래","부산 해운대구","-"
"927","부산광역시 해운대구 반여동","1660","1660","0000","센텀롯데캐슬2차","84.9700","202506","27","35,000","-","24","개인","개인","2005","반여로 68-12","-","중개거래","부산 해운대구","-"
"928","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","84.9304","202506","27","53,300","-","8","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","-"
"929","부산광역시 북구 화명동","2324","2324","0000","화명롯데캐슬카이저","171.7700","202506","27","125,000","-","20","개인","개인","2012","금곡대로 166","-","중개거래","부산 북구","-"
"930","부산광역시 북구 화명동","2324","2324","0000","화명롯데캐슬카이저","59.6900","202506","27","46,800","-","4","개인","개인","2012","금곡대로 166","-","중개거래","경남 양산시, 부산 북구","-"
"931","부산광역시 중구 영주동","587","0587","0000","도경오벨리스","84.9200","202506","27","26,500","-","11","개인","개인","2005","대영로 240","-","중개거래","부산 중구","-"
"932","부산광역시 강서구 신호동","298-1","0298","0001","부산신호사랑으로부영2차","147.1006","202506","27","38,300","-","7","개인","개인","2014","신호산단4로 27","-","중개거래","부산 강서구","-"
"933","부산광역시 강서구 명지동","3236","3236","0000","명지오션시티한신휴플러스","74.6500","202506","27","27,100","-","10","개인","개인","2014","명지오션시티1로 155","-","중개거래","부산 강서구, 부산 사하구","-"
"934","부산광역시 강서구 명지동","3423","3423","0000","명지대방노블랜드오션뷰1차","84.9145","202506","27","47,500","-","7","개인","개인","2015","명지국제5로 30","-","중개거래","부산 강서구","-"
"935","부산광역시 부산진구 양정동","531","0531","0000","양정포레힐즈스위첸","59.9359","202506","27","56,000","-","14","개인","개인","2024","양연로 36","-","중개거래","부산 부산진구","-"
"936","부산광역시 사하구 신평동","437","0437","0000","삼창강변1","59.9500","202506","27","17,500","-","22","개인","개인","1998","비봉로 37","-","중개거래","부산 사하구","-"
"937","부산광역시 사상구 덕포동","789","0789","0000","남영","37.6200","202506","27","8,200","101","14","개인","개인","1993","백양대로 716","-","중개거래","부산 사상구","25.07.04"
"938","부산광역시 남구 용당동","99-10","0099","0010","현대아이파크","59.9358","202506","27","22,000","-","6","개인","개인","2002","동명로 26","20250703","중개거래","부산 남구","-"
"939","부산광역시 북구 구포동","1248-7","1248","0007","백조그린타운","84.3400","202506","27","10,900","-","5","개인","개인","1993","시랑로 158","-","중개거래","부산 북구","-"
"940","부산광역시 북구 구포동","1300","1300","0000","리버파크반도유보라","39.7950","202506","27","23,000","-","20","개인","법인","2021","백양대로 1136","-","중개거래","부산 북구","-"
"941","부산광역시 동구 초량동","1218","1218","0000","e편한세상부산항","69.7307","202506","26","53,000","-","13","개인","개인","2019","홍곡로 50","-","중개거래","부산 동구","-"
"942","부산광역시 부산진구 범천동","886-41","0886","0041","범일역이즈","49.7054","202506","26","21,750","-","10","개인","개인","2019","범일로131번길 46","-","중개거래","부산 동구","-"
"943","부산광역시 부산진구 범천동","1589-27","1589","0027","탑패밀리","46.7800","202506","26","10,000","-","3","개인","개인","2004","신천대로 167","-","중개거래","부산 부산진구","25.07.04"
"944","부산광역시 부산진구 양정동","458-5","0458","0005","현대1차","59.9500","202506","26","28,000","-","20","개인","개인","1997","동평로 352","-","중개거래","부산 부산진구","-"
"945","부산광역시 강서구 명지동","3232","3232","0000","퀸덤1차아인슈타인타운","101.8600","202506","26","40,800","-","5","개인","개인","2009","명지오션시티11로 51","-","중개거래","부산 강서구","-"
"946","부산광역시 기장군 일광읍 이천리","944","0944","0000","일광신도시비스타동원2차","104.2060","202506","26","67,500","-","11","개인","개인","2020","해송1로 33","-","중개거래","부산 기장군","-"
"947","부산광역시 서구 서대신동3가","285","0285","0000","서대신부백자연애","44.2150","202506","26","17,500","-","3","개인","개인","2017","구덕로345번길 7","-","직거래","-","25.06.26"
"948","부산광역시 부산진구 연지동","23-17","0023","0017","연지2청구","59.8950","202506","26","18,000","-","18","개인","개인","2002","동평로291번길 30-17","-","중개거래","부산 부산진구","-"
"949","부산광역시 사하구 괴정동","1275","1275","0000","괴정엔스타","56.1500","202506","26","25,500","-","32","개인","개인","2011","낙동대로 203","-","중개거래","부산 사하구","-"
"950","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3600","202506","26","70,500","-","24","개인","개인","2013","수영로 345","20250702","중개거래","부산 연제구","-"
"951","부산광역시 부산진구 초읍동","676","0676","0000","포레나부산초읍","84.9107","202506","26","51,500","-","4","개인","개인","2020","초연로 6","-","중개거래","부산 부산진구, 부산 수영구","-"
"952","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3600","202506","26","70,500","-","24","개인","개인","2013","수영로 345","-","중개거래","부산 연제구","-"
"953","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202506","26","68,000","-","5","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"954","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.8922","202506","26","58,300","-","17","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"955","부산광역시 사하구 다대동","1624","1624","0000","다대동롯데캐슬몰운대","117.5900","202506","26","28,900","-","13","개인","개인","2007","다대낙조2길 100","-","중개거래","부산 사하구","-"
"956","부산광역시 사하구 다대동","1670","1670","0000","다대롯데캐슬블루","84.9600","202506","26","33,400","-","12","개인","개인","2014","다송로 23","-","중개거래","부산 사하구","-"
"957","부산광역시 사하구 다대동","1550","1550","0000","몰운대","49.0800","202506","26","12,500","117","21","개인","개인","1996","다대낙조2길 215","-","중개거래","부산 사하구","25.06.30"
"958","부산광역시 사하구 다대동","37","0037","0000","다대코오롱맨션","47.6800","202506","26","17,000","-","1","개인","개인","1988","다송로 36","-","중개거래","부산 사하구","-"
"959","부산광역시 사하구 다대동","120-1","0120","0001","다대포현대","115.5300","202506","26","30,500","-","19","개인","개인","1993","다대로 473","-","중개거래","부산 사하구","-"
"960","부산광역시 부산진구 부암동","725","0725","0000","당감뜨란채","51.6300","202506","26","13,700","-","22","개인","개인","2005","백양산로 57","-","중개거래","부산 부산진구","-"
"961","부산광역시 남구 대연동","86-3","0086","0003","마로니에타운","24.4800","202506","26","6,900","마로니에타운","11","개인","개인","2003","수영로325번길 11","-","중개거래","부산 남구","25.07.02"
"962","부산광역시 영도구 동삼동","510-37","0510","0037","동삼절영3","41.8500","202506","26","8,200","-","7","개인","개인","1997","와치로 287","-","중개거래","부산 영도구","-"
"963","부산광역시 해운대구 좌동","1321","1321","0000","벽산1","134.9500","202506","26","74,000","-","22","개인","개인","1996","대천로 205","20250627","중개거래","부산 해운대구","-"
"964","부산광역시 해운대구 좌동","1300","1300","0000","롯데3차","59.6000","202506","26","33,000","-","4","개인","개인","1997","세실로 138","-","중개거래","부산 해운대구","-"
"965","부산광역시 해운대구 좌동","1300","1300","0000","롯데3차","59.6000","202506","26","36,000","-","6","개인","개인","1997","세실로 138","-","중개거래","부산 해운대구","-"
"966","부산광역시 해운대구 좌동","1319","1319","0000","두산2","59.9400","202506","26","38,300","-","11","개인","법인","1996","대천로 225","-","중개거래","부산 해운대구","-"
"967","부산광역시 해운대구 좌동","1302","1302","0000","동신","84.9300","202506","26","45,000","-","21","개인","개인","1996","좌동순환로217번길 7","-","중개거래","부산 해운대구","-"
"968","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","134.0100","202506","26","70,000","-","10","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"969","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","84.8800","202506","26","54,500","-","6","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"970","부산광역시 기장군 정관읍 방곡리","405","0405","0000","정관가화만사성더테라스2차","60.1758","202506","26","24,800","-","2","개인","개인","2018","구연방곡로 106","-","중개거래","부산 기장군","-"
"971","부산광역시 금정구 청룡동","8-1","0008","0001","청룡동협성엠파이어","84.9355","202506","26","35,000","-","18","개인","개인","2013","중앙대로 2120","-","중개거래","부산 금정구","-"
"972","부산광역시 금정구 구서동","415-14","0415","0014","덕인센추리온","84.9300","202506","26","27,800","-","9","개인","개인","2004","금정로233번길 19","20250702","중개거래","부산 동래구","-"
"973","부산광역시 해운대구 중동","1493-12","1493","0012","삼안스튜디오2차","42.9600","202506","26","10,000","-","3","개인","개인","1990","달맞이길117번다길 116","-","중개거래","부산 해운대구","-"
"974","부산광역시 해운대구 중동","1843","1843","0000","해운대경동리인뷰1차","109.5727","202506","26","140,000","-","47","개인","개인","2021","달맞이길 23","-","중개거래","부산 해운대구","-"
"975","부산광역시 해운대구 중동","1821","1821","0000","달맞이유림노르웨이숲","73.9258","202506","26","52,000","-","14","개인","개인","2017","달맞이길65번길 33","-","중개거래","부산 해운대구","-"
"976","부산광역시 해운대구 중동","1818","1818","0000","해운대힐스테이트위브","105.8829","202506","26","61,000","티-201동","34","개인","개인","2015","좌동순환로433번길 30","-","직거래","-","25.06.30"
"977","부산광역시 금정구 구서동","415-14","0415","0014","덕인센추리온","84.9300","202506","26","27,800","-","9","개인","개인","2004","금정로233번길 19","-","중개거래","부산 동래구","-"
"978","부산광역시 금정구 구서동","1027-1","1027","0001","구서우성","84.9700","202506","26","25,000","-","5","개인","개인","1994","구서중앙로 49","-","중개거래","부산 금정구","-"
"979","부산광역시 동래구 명장동","623","0623","0000","e편한세상동래명장1단지","76.2200","202506","26","51,500","-","21","개인","개인","2019","명장로 65","-","중개거래","부산 동래구","-"
"980","부산광역시 동래구 명장동","623","0623","0000","e편한세상동래명장1단지","84.9800","202506","26","55,800","-","5","개인","개인","2019","명장로 65","-","중개거래","부산 동래구","-"
"981","부산광역시 동래구 명장동","623","0623","0000","e편한세상동래명장1단지","84.9800","202506","26","55,800","-","5","개인","개인","2019","명장로 65","20250630","중개거래","부산 동래구","-"
"982","부산광역시 해운대구 우동","1434","1434","0000","선프라자","59.3400","202506","26","40,000","-","18","개인","개인","1995","마린시티3로 1","-","중개거래","부산 해운대구","-"
"983","부산광역시 해운대구 우동","1388-4","1388","0004","대우마리나2","84.2249","202506","26","96,900","-","6","개인","개인","1992","해운대해변로 141","-","중개거래","부산 해운대구","-"
"984","부산광역시 해운대구 우동","1408","1408","0000","해운대 I PARK","94.4570","202506","26","87,500","-","7","개인","개인","2011","마린시티2로 38","-","중개거래","부산 해운대구","-"
"985","부산광역시 동래구 낙민동","92-9","0092","0009","동래벽산","84.9000","202506","26","35,500","-","24","개인","개인","1997","안남로 47","-","중개거래","부산 동래구","-"
"986","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스하버시티","84.6314","202506","26","69,000","-","35","개인","개인","2023","범일로 21","-","중개거래","부산 동구","-"
"987","부산광역시 강서구 명지동","3233","3233","0000","극동스타클래스","101.9200","202506","26","33,250","-","5","개인","개인","2008","명지오션시티2로 71","-","중개거래","부산 강서구","-"
"988","부산광역시 금정구 장전동","739","0739","0000","금정산2차쌍용예가","75.9769","202506","26","46,500","-","12","개인","개인","2014","수림로72번길 21","-","중개거래","부산 금정구","-"
"989","부산광역시 금정구 장전동","646-8","0646","0008","장전삼정그린코아더베스트","84.9801","202506","26","52,500","-","22","개인","개인","2018","식물원로9번길 15","-","중개거래","부산 금정구","-"
"990","부산광역시 금정구 장전동","269-3","0269","0003","현대2","59.9400","202506","26","22,000","-","4","개인","개인","1998","금강로279번길 61","-","중개거래","부산 금정구","-"
"991","부산광역시 해운대구 재송동","1042-2","1042","0002","현대(1042-2)","59.6600","202506","26","15,300","-","5","개인","개인","1995","해운대로81번길 137","-","중개거래","부산 해운대구","-"
"992","부산광역시 해운대구 재송동","1302","1302","0000","센텀피오레1차","74.2233","202506","26","40,500","-","11","개인","개인","2005","수영강변대로 382","-","중개거래","부산 해운대구","-"
"993","부산광역시 서구 토성동1가","3-2","0003","0002","토성동봄여름가을겨울","60.4500","202506","26","23,600","-","8","개인","개인","2015","까치고개로245번길 17-20","-","중개거래","부산 서구","-"
"994","부산광역시 동래구 명륜동","757","0757","0000","명륜아이파크1단지","62.6360","202506","26","57,000","-","4","개인","개인","2013","명륜로 170","-","중개거래","부산 동래구","-"
"995","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.8232","202506","26","62,900","-","8","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"996","부산광역시 동래구 명륜동","693","0693","0000","명륜한신","64.0800","202506","26","47,000","-","1","개인","개인","1985","동래로57번길 4","20250707","중개거래","부산 동래구","-"
"997","부산광역시 중구 보수동1가","산3-148","0003","0148","시영","36.3600","202506","26","2,600","2호","4","개인","개인","1969","망양로319번길 24","-","직거래","-","25.07.01"
"998","부산광역시 기장군 일광읍 삼성리","746","0746","0000","이지더원1차오션포레","59.6231","202506","26","28,500","-","11","개인","개인","2020","해빛4로 1","-","직거래","-","-"
"999","부산광역시 수영구 광안동","1330","1330","0000","쌍용예가디오션","59.9910","202506","26","80,000","-","10","개인","개인","2014","광안로 20","-","중개거래","부산 수영구, 부산 연제구","-"
"1000","부산광역시 수영구 광안동","1332","1332","0000","광안더샵","101.9700","202506","26","90,000","-","29","개인","개인","2017","수영로 506","-","중개거래","부산 수영구","-"
"1001","부산광역시 수영구 광안동","1334","1334","0000","광안자이","84.4800","202506","26","105,000","-","16","개인","개인","2020","호암로29번길 50","-","중개거래","경남 양산시, 부산 수영구","-"
"1002","부산광역시 동래구 온천동","1412-1","1412","0001","반도보라스카이뷰","84.9501","202506","26","50,500","-","16","개인","개인","2006","아시아드대로 234","-","중개거래","부산 동래구","-"
"1003","부산광역시 동래구 온천동","1412-1","1412","0001","반도보라스카이뷰","101.4053","202506","26","54,800","-","24","개인","개인","2006","아시아드대로 234","-","중개거래","부산 동래구","-"
"1004","부산광역시 사상구 주례동","10-21","0010","0021","반도보라","84.9900","202506","26","22,000","-","21","개인","개인","1996","백양대로 372-22","-","중개거래","부산 사상구","-"
"1005","부산광역시 강서구 신호동","205-1","0205","0001","부산신호윌더하임","97.3760","202506","26","25,300","-","12","개인","개인","2005","신호산단3로 55","-","중개거래","부산 강서구","-"
"1006","부산광역시 사상구 모라동","75","0075","0000","주공4","49.9400","202506","26","8,900","-","4","개인","법인","1993","모라로192번길 50","-","중개거래","부산 사상구","-"
"1007","부산광역시 동래구 사직동","93-8","0093","0008","사직자이","133.4686","202506","26","127,500","-","13","개인","개인","2007","사직로 36","-","중개거래","부산 동래구","-"
"1008","부산광역시 동래구 사직동","1041","1041","0000","사직롯데캐슬더클래식","84.9750","202506","26","105,000","-","26","개인","개인","2017","아시아드대로146번길 1","-","중개거래","부산 동래구","-"
"1009","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","84.9207","202506","26","94,000","-","36","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 동래구","-"
"1010","부산광역시 연제구 거제동","1481","1481","0000","거제1차현대홈타운","84.9300","202506","26","59,000","-","21","개인","개인","2001","법원북로 34","-","중개거래","부산 동래구, 부산 연제구","-"
"1011","부산광역시 연제구 거제동","1272","1272","0000","거제아시아드삼정그린코아","109.8247","202506","26","43,200","-","13","개인","개인","2001","월드컵대로 325","-","중개거래","부산 연제구","-"
"1012","부산광역시 사상구 덕포동","386-1","0386","0001","덕포늘푸른","59.9400","202506","26","18,000","-","19","개인","개인","1996","사상로342번길 21","-","직거래","-","-"
"1013","부산광역시 연제구 거제동","1519","1519","0000","거제센트럴자이","84.8682","202506","26","74,800","-","17","개인","개인","2018","법원북로 93","20250627","중개거래","부산 연제구","-"
"1014","부산광역시 연제구 거제동","1519","1519","0000","거제센트럴자이","84.8682","202506","26","74,800","-","17","개인","개인","2018","법원북로 93","-","중개거래","부산 연제구","-"
"1015","부산광역시 연제구 거제동","1503","1503","0000","거제유림노르웨이숲","84.8465","202506","26","37,500","-","6","개인","개인","2007","거제대로136번길 30","-","중개거래","부산 연제구","-"
"1016","부산광역시 북구 화명동","732","0732","0000","삼한힐파크","84.9940","202506","26","20,900","-","2","개인","개인","2003","화명대로 119","-","중개거래","부산 북구","-"
"1017","부산광역시 북구 화명동","2290","2290","0000","코오롱하늘채1차","59.9480","202506","26","29,000","-","1","개인","개인","2002","화명신도시로 70","-","중개거래","부산 북구","-"
"1018","부산광역시 북구 화명동","1170-1","1170","0001","대림타운","84.9900","202506","26","25,000","105","22","개인","개인","1998","금곡대로 268","-","직거래","-","25.06.27"
"1019","부산광역시 북구 화명동","1170-1","1170","0001","대림타운","59.8000","202506","26","22,000","-","12","개인","개인","1998","금곡대로 268","-","중개거래","부산 북구, 부산 사상구","-"
"1020","부산광역시 수영구 남천동","556-3","0556","0003","뉴비치","102.5200","202506","26","109,500","-","12","개인","개인","1986","광안해변로15번길 68","-","중개거래","부산 남구, 부산 수영구","-"
"1021","부산광역시 수영구 남천동","41-2","0041","0002","소라맨션","64.8900","202506","26","21,000","-","3","개인","개인","1979","수영로487번길 20","-","중개거래","부산 수영구","-"
"1022","부산광역시 서구 암남동","771","0771","0000","비스타동원더비치테라스","102.6008","202506","26","50,000","-","1","개인","개인","2023","암남공원로 16","-","중개거래","부산 사하구, 부산 서구","-"
"1023","부산광역시 서구 암남동","64-2","0064","0002","송도정림비치타운","107.0800","202506","26","19,000","-","10","개인","개인","1993","감천로 271","-","중개거래","부산 서구","-"
"1024","부산광역시 남구 용호동","487-8","0487","0008","수피아주상복합","43.1700","202506","26","11,400","-","7","개인","개인","2010","용호로 174","-","중개거래","부산 남구","-"
"1025","부산광역시 북구 금곡동","832","0832","0000","동원역삼정그린코아","84.9721","202506","26","34,000","-","11","개인","개인","2014","효열로 135","-","중개거래","부산 북구","-"
"1026","부산광역시 남구 용호동","954","0954","0000","더블유","121.9186","202506","26","166,000","-","22","개인","개인","2018","분포로 145","-","중개거래","부산 남구","-"
"1027","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202506","26","37,500","-","12","개인","개인","2023","용주로 36","-","중개거래","부산 남구","-"
"1028","부산광역시 남구 용호동","481-4","0481","0004","목련6차","55.8900","202506","26","6,600","-","2","개인","개인","1985","동명로92번길 86","-","중개거래","부산 남구","-"
"1029","부산광역시 남구 용호동","522-2","0522","0002","동일타운","67.4400","202506","26","18,500","-","12","개인","개인","1991","동명로170번길 93","-","중개거래","부산 남구","-"
