"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-01 ~ 2025-07-11"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1361","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","75.5206","202506","22","83,700","-","16","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"1362","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9856","202506","22","95,000","-","7","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"1363","부산광역시 남구 대연동","1903","1903","0000","대연SKVIEWHills","59.9787","202506","22","62,000","-","7","개인","개인","2018","수영로 261","-","중개거래","부산 남구","-"
"1364","부산광역시 금정구 부곡동","225-56","0225","0056","대우우남이채롬","84.8027","202506","22","31,500","-","6","개인","개인","2005","중앙대로1719번길 19","-","중개거래","부산 금정구","-"
"1365","부산광역시 북구 금곡동","1885","1885","0000","화명리버빌2차","82.6300","202506","22","28,500","-","18","개인","개인","2003","화명신도시로 244","-","중개거래","부산 북구","-"
"1366","부산광역시 사상구 덕포동","789","0789","0000","남영","37.6200","202506","22","8,200","-","14","개인","개인","1993","백양대로 716","20250702","중개거래","부산 사상구","-"
"1367","부산광역시 해운대구 우동","1228","1228","0000","센텀센시빌","84.9402","202506","21","52,200","-","9","개인","개인","2003","해운대로 284","-","중개거래","부산 해운대구","-"
"1368","부산광역시 부산진구 연지동","415","0415","0000","래미안어반파크1단지","84.8600","202506","21","76,800","-","28","개인","개인","2022","성지로 37","-","중개거래","부산 부산진구","-"
"1369","부산광역시 부산진구 범전동","450","0450","0000","삼한골든뷰센트럴파크","84.9929","202506","21","78,000","-","31","개인","개인","2019","중앙대로 821","-","중개거래","부산 부산진구","-"
"1370","부산광역시 부산진구 범전동","450","0450","0000","삼한골든뷰센트럴파크","84.9764","202506","21","72,000","-","21","개인","개인","2019","중앙대로 821","-","중개거래","부산 부산진구","-"
"1371","부산광역시 부산진구 범천동","944-1","0944","0001","경남","84.9375","202506","21","31,000","102","3","개인","개인","2003","신암로 32","-","직거래","-","25.07.04"
"1372","부산광역시 부산진구 범천동","1647","1647","0000","서면DS·협성엘리시안아파트","59.8084","202506","21","33,300","-","21","개인","개인","2017","만리산로 11","-","중개거래","부산 부산진구","-"
"1373","부산광역시 연제구 연산동","406-10","0406","0010","연산동한솔솔파크","84.9983","202506","21","31,000","-","14","개인","개인","2007","과정로 211","20250702","중개거래","부산 연제구","-"
"1374","부산광역시 연제구 연산동","1502-18","1502","0018","디아이하우스","46.4800","202506","21","13,700","-","7","개인","개인","2013","신촌로23번길 40-6","-","중개거래","부산 연제구","-"
"1375","부산광역시 사하구 하단동","517-18","0517","0018","유원블루파크비동","55.3453","202506","21","17,200","-","4","개인","개인","2016","낙동남로1389번길 13-12","-","중개거래","부산 사하구","-"
"1376","부산광역시 연제구 연산동","2362","2362","0000","시청역비스타동원","84.9780","202506","21","65,000","-","36","개인","개인","2019","연제로 30","-","중개거래","부산 동래구, 부산 연제구","-"
"1377","부산광역시 연제구 연산동","2367","2367","0000","연산롯데캐슬골드포레","59.9494","202506","21","57,800","-","10","개인","개인","2020","황령산로 615","-","중개거래","부산 연제구","-"
"1378","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","84.9696","202506","21","59,500","-","24","개인","개인","2021","봉수로 2","-","중개거래","부산 연제구","-"
"1379","부산광역시 연제구 연산동","2382","2382","0000","힐스테이트연산","59.9797","202506","21","43,800","-","4","개인","개인","2021","봉수로 2","-","중개거래","부산 연제구","-"
"1380","부산광역시 사하구 신평동","669","0669","0000","사하뷰웰","74.9600","202506","21","23,900","-","8","개인","개인","2016","신산북로43번길 59","-","중개거래","부산 사하구","-"
"1381","부산광역시 사하구 신평동","669","0669","0000","사하뷰웰","74.9600","202506","21","22,850","-","6","개인","개인","2016","신산북로43번길 59","-","중개거래","부산 사하구","-"
"1382","부산광역시 사하구 신평동","7","0007","0000","신평삼익아파트","57.9000","202506","21","9,000","-","5","개인","개인","1989","장평로 311","-","중개거래","부산 사하구","-"
"1383","부산광역시 기장군 정관읍 용수리","1403","1403","0000","정관신도시한진해모로","123.4835","202506","21","42,000","-","3","개인","개인","2008","정관로 548","-","중개거래","부산 기장군","-"
"1384","부산광역시 기장군 정관읍 용수리","1387","1387","0000","정관동일스위트1차","59.8302","202506","21","22,000","-","4","개인","개인","2012","정관4로 24","-","중개거래","부산 기장군","-"
"1385","부산광역시 부산진구 양정동","273-1","0273","0001","롯데갤러리움","84.9400","202506","21","35,200","-","19","개인","개인","2006","중앙대로969번길 11","-","중개거래","부산 부산진구","-"
"1386","부산광역시 서구 동대신동2가","182-1","0182","0001","카멜롯","79.0300","202506","21","17,500","-","4","개인","개인","2002","대영로105번길 21","-","중개거래","부산 사상구","-"
"1387","부산광역시 부산진구 전포동","908","0908","0000","서면아이파크1단지","84.9385","202506","21","67,700","-","21","개인","개인","2021","동성로 50","-","중개거래","부산 남구, 부산 부산진구","-"
"1388","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202506","21","36,000","-","26","개인","개인","2023","용주로 36","20250623","중개거래","부산 남구","-"
"1389","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202506","21","36,000","-","26","개인","개인","2023","용주로 36","-","중개거래","부산 남구","-"
"1390","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202506","21","37,500","-","13","개인","개인","2023","용주로 36","-","중개거래","부산 남구","-"
"1391","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202506","21","38,000","-","31","개인","개인","2023","용주로 36","-","중개거래","부산 남구","-"
"1392","부산광역시 남구 용호동","776-12","0776","0012","롯데캐슬아인스","84.8980","202506","21","31,000","-","16","개인","개인","2007","용호로231번길 62","-","중개거래","부산 남구","-"
"1393","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","131.2700","202506","21","160,000","-","9","개인","개인","1980","광안해변로 100","-","중개거래","부산 수영구","-"
"1394","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","95.1700","202506","21","118,500","-","9","개인","개인","1981","광안해변로 100","-","중개거래","부산 수영구","-"
"1395","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","73.9200","202506","21","92,000","-","9","개인","개인","1980","광안해변로 100","-","중개거래","부산 수영구","-"
"1396","부산광역시 연제구 거제동","1503","1503","0000","거제유림노르웨이숲","59.9912","202506","21","35,800","-","19","개인","개인","2007","거제대로136번길 30","-","중개거래","부산 연제구","-"
"1397","부산광역시 연제구 거제동","1481","1481","0000","거제1차현대홈타운","84.9300","202506","21","56,000","-","14","개인","개인","2001","법원북로 34","20250624","중개거래","부산 연제구","-"
"1398","부산광역시 연제구 거제동","1481","1481","0000","거제1차현대홈타운","84.9300","202506","21","56,000","-","14","개인","개인","2001","법원북로 34","-","중개거래","부산 연제구","-"
"1399","부산광역시 남구 용당동","599-1","0599","0001","신대연코오롱하늘채","153.9701","202506","21","46,000","-","3","개인","개인","2007","홍곡로320번길 132","-","중개거래","부산 남구","-"
"1400","부산광역시 북구 화명동","2324","2324","0000","화명롯데캐슬카이저","145.4900","202506","21","90,000","-","31","개인","개인","2012","금곡대로 166","-","중개거래","부산 북구","-"
"1401","부산광역시 북구 화명동","2324","2324","0000","화명롯데캐슬카이저","131.0500","202506","21","78,200","-","15","개인","개인","2012","금곡대로 166","-","중개거래","부산 북구","-"
"1402","부산광역시 북구 화명동","1293-1","1293","0001","e편한세상화명힐스","100.9800","202506","21","65,500","-","15","개인","개인","2015","화명대로 68","-","중개거래","부산 북구","-"
"1403","부산광역시 북구 화명동","1150","1150","0000","동원로얄듀크","59.9905","202506","21","29,000","-","5","개인","개인","2004","금곡대로 228","-","중개거래","부산 북구","-"
"1404","부산광역시 북구 화명동","1150","1150","0000","동원로얄듀크","84.9949","202506","21","40,500","-","25","개인","개인","2004","금곡대로 228","-","중개거래","부산 북구","-"
"1405","부산광역시 북구 화명동","196","0196","0000","경남아너스빌","99.6600","202506","21","39,500","-","7","개인","개인","1998","대천천길 37","-","중개거래","부산 북구","-"
"1406","부산광역시 북구 화명동","1170-1","1170","0001","대림타운","84.9900","202506","21","26,800","-","3","개인","개인","1998","금곡대로 268","-","중개거래","부산 북구","-"
"1407","부산광역시 북구 화명동","1170-1","1170","0001","대림타운","75.8600","202506","21","25,700","-","20","개인","개인","1999","금곡대로 268","-","중개거래","부산 북구","-"
"1408","부산광역시 북구 화명동","2288","2288","0000","코오롱하늘채2차","84.9350","202506","21","51,000","-","10","개인","개인","2002","화명신도시로 100","-","중개거래","부산 북구","-"
"1409","부산광역시 북구 화명동","2290","2290","0000","코오롱하늘채1차","84.9750","202506","21","44,000","-","21","개인","개인","2002","화명신도시로 70","20250623","중개거래","부산 북구","-"
"1410","부산광역시 북구 화명동","2290","2290","0000","코오롱하늘채1차","84.9750","202506","21","44,000","-","21","개인","개인","2002","화명신도시로 70","-","중개거래","부산 북구","-"
"1411","부산광역시 강서구 명지동","3595-3","3595","0003","더샵명지퍼스트월드3단지","99.9247","202506","21","80,000","-","20","개인","개인","2020","명지국제2로 41","-","중개거래","부산 강서구","-"
"1412","부산광역시 강서구 명지동","3594","3594","0000","더샵명지퍼스트월드2단지","99.9247","202506","21","82,500","-","29","개인","개인","2020","명지국제7로 37","-","중개거래","부산 강서구","-"
"1413","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","69.1821","202506","21","83,500","106동","11","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 연제구","25.06.30"
"1414","부산광역시 동래구 사직동","1058","1058","0000","쌍용더플래티넘사직아시아드아파트","84.4722","202506","21","97,000","-","28","개인","개인","2020","아시아드대로134번길 14","-","중개거래","부산 동래구","-"
"1415","부산광역시 금정구 부곡동","958","0958","0000","부곡늘푸른아파트","57.1500","202506","21","12,750","-","13","개인","개인","1991","동현로 67","-","중개거래","부산 금정구","-"
"1416","부산광역시 남구 문현동","1250","1250","0000","대연양우내안애퍼스트","84.9684","202506","21","54,500","-","12","개인","개인","2022","수영로 117","-","중개거래","부산 남구","-"
"1417","부산광역시 남구 문현동","1255","1255","0000","오션파라곤아파트","59.9579","202506","21","34,800","-","15","개인","개인","2022","우암로 300","-","중개거래","부산 남구","-"
"1418","부산광역시 북구 만덕동","962","0962","0000","이편한세상금정산","84.9378","202506","21","43,400","-","12","개인","개인","2021","상학로 36","-","중개거래","부산 북구","-"
"1419","부산광역시 북구 만덕동","823-8","0823","0008","만덕베르빌","59.8000","202506","21","15,000","-","1","개인","개인","2001","만덕1로 8","-","중개거래","부산 북구","-"
"1420","부산광역시 북구 만덕동","823-8","0823","0008","만덕베르빌","59.8000","202506","21","15,000","-","1","개인","개인","2001","만덕1로 8","20250623","중개거래","부산 북구","-"
"1421","부산광역시 동구 초량동","1226","1226","0000","범양레우스센트럴베이","72.7162","202506","21","45,700","-","10","개인","개인","2020","초량중로 114","-","중개거래","부산 동구","-"
"1422","부산광역시 사상구 주례동","239","0239","0000","한일유엔아이","84.3600","202506","21","30,300","-","17","개인","개인","2005","백양대로 372-15","-","중개거래","부산 사상구","-"
"1423","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","29.8942","202506","21","24,500","-","20","개인","법인","2022","금정마을로 147","-","직거래","-","-"
"1424","부산광역시 동래구 온천동","1853","1853","0000","동래래미안아이파크","84.9856","202506","21","89,900","-","2","개인","개인","2022","금정마을로 150","-","중개거래","부산 동래구","-"
"1425","부산광역시 동래구 온천동","1850","1850","0000","동래3차SKVIEW","59.9770","202506","21","46,500","-","34","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구","-"
"1426","부산광역시 동구 초량동","1226","1226","0000","범양레우스센트럴베이","84.9473","202506","21","47,000","-","8","개인","개인","2020","초량중로 114","-","중개거래","부산 동구","-"
"1427","부산광역시 동구 수정동","1161-7","1161","0007","수정(1161-7)","36.3600","202506","21","3,800","11호동","-1","개인","개인","1962","수정공원남로 62","-","중개거래","부산 동구","25.06.26"
"1428","부산광역시 동래구 온천동","1842","1842","0000","온천삼정그린코아더베스트","84.9868","202506","21","50,000","-","26","개인","개인","2019","중앙대로1493번길 16","-","중개거래","부산 동래구","-"
"1429","부산광역시 동래구 온천동","1842","1842","0000","온천삼정그린코아더베스트","84.8128","202506","21","47,200","-","12","개인","개인","2019","중앙대로1493번길 16","-","중개거래","부산 동래구","-"
"1430","부산광역시 동래구 온천동","444-73","0444","0073","금오에코팰리스","84.6600","202506","21","25,300","-","11","개인","개인","2013","금강로74번길 23","-","중개거래","부산 동래구","-"
"1431","부산광역시 동래구 온천동","178-7","0178","0007","벽산아스타","84.8150","202506","21","48,800","-","36","개인","개인","2008","중앙대로1473번길 13","-","중개거래","부산 동래구","-"
"1432","부산광역시 동구 좌천동","822-55","0822","0055","노블시티","77.9150","202506","21","21,500","-","1","개인","개인","2005","좌천로 57","-","중개거래","부산 동구","-"
"1433","부산광역시 남구 문현동","2","0002","0000","문현2차현대","59.6200","202506","21","16,500","-","3","개인","개인","2000","고동골로97번길 39-12","-","중개거래","부산 남구","-"
"1434","부산광역시 북구 구포동","857-3","0857","0003","벽산그린필드","126.0500","202506","21","16,000","-","14","개인","개인","1992","모분재로105번길 53","-","중개거래","부산 북구","-"
"1435","부산광역시 북구 구포동","1103-2","1103","0002","구포현대","61.2000","202506","21","13,500","-","2","개인","개인","1994","백양대로 1003","20250626","중개거래","부산 북구","-"
"1436","부산광역시 북구 구포동","1103-2","1103","0002","구포현대","61.2000","202506","21","13,500","13동","2","개인","개인","1994","백양대로 1003","-","중개거래","부산 북구","25.06.30"
"1437","부산광역시 남구 대연동","243-23","0243","0023","청구","59.9900","202506","21","18,800","-","16","개인","개인","2001","황령대로319번가길 110","-","중개거래","부산 남구","-"
"1438","부산광역시 남구 대연동","245","0245","0000","대우그린1","59.9900","202506","21","12,000","101","1","개인","개인","1997","황령대로319번가길 190-6","-","직거래","-","25.06.30"
"1439","부산광역시 남구 대연동","1912","1912","0000","대연자이","84.9817","202506","21","86,000","-","27","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"1440","부산광역시 동구 범일동","1655","1655","0000","오션브릿지","59.9500","202506","21","33,300","-","20","개인","개인","2018","범일로 41","-","중개거래","부산 동구","-"
"1441","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스하버시티","75.6455","202506","21","53,000","-","18","개인","개인","2023","범일로 21","-","중개거래","부산 동구","-"
"1442","부산광역시 강서구 명지동","3594","3594","0000","더샵명지퍼스트월드2단지","84.9584","202506","21","58,000","-","11","개인","개인","2020","명지국제7로 37","-","중개거래","부산 강서구","-"
"1443","부산광역시 남구 대연동","1912","1912","0000","대연자이","50.9684","202506","21","40,150","-","3","개인","개인","2019","유엔로 246","-","중개거래","부산 남구","-"
"1444","부산광역시 해운대구 반여동","1672","1672","0000","해운대더샵센텀그린","59.9626","202506","21","31,900","-","14","개인","개인","2019","해운대로61번길 73","-","중개거래","부산 해운대구","-"
"1445","부산광역시 해운대구 반여동","1660","1660","0000","센텀롯데캐슬2차","84.9700","202506","21","34,000","-","22","개인","개인","2005","반여로 68-12","-","중개거래","부산 해운대구","-"
"1446","부산광역시 해운대구 반여동","1660","1660","0000","센텀롯데캐슬2차","59.9675","202506","21","25,500","211","11","개인","개인","2005","반여로 68-12","-","중개거래","부산 해운대구","25.06.23"
"1447","부산광역시 남구 대연동","1912","1912","0000","대연자이","59.9815","202506","21","58,000","-","13","개인","개인","2019","유엔로 246","-","중개거래","부산 기장군, 부산 남구","-"
"1448","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","84.9500","202506","21","71,700","-","19","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"1449","부산광역시 남구 대연동","1872","1872","0000","대연롯데캐슬레전드1단지","59.9400","202506","21","57,000","-","14","개인","개인","2018","수영로 135","-","중개거래","부산 남구","-"
"1450","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.5739","202506","21","61,500","-","2","개인","개인","2015","수영로325번길 61","20250710","중개거래","부산 남구","-"
"1451","부산광역시 남구 대연동","1865","1865","0000","대연롯데캐슬","84.6715","202506","21","74,000","-","22","개인","개인","2015","수영로325번길 61","-","중개거래","부산 남구, 부산 수영구","-"
"1452","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","118.3200","202506","21","135,000","-","13","개인","개인","2013","수영로 345","-","중개거래","부산 남구, 부산 해운대구","-"
"1453","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","84.3800","202506","21","94,000","-","19","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"1454","부산광역시 강서구 명지동","3399","3399","0000","명지더웨스턴","74.6200","202506","21","41,500","-","18","개인","개인","2018","명지국제7로 111","-","중개거래","부산 강서구","-"
"1455","부산광역시 금정구 장전동","74-77","0074","0077","장전현대","59.7000","202506","21","11,750","-","13","개인","개인","2006","수림로 107","-","중개거래","부산 금정구","-"
"1456","부산광역시 금정구 장전동","74-77","0074","0077","장전현대","59.7000","202506","21","11,750","-","13","개인","개인","2006","수림로 107","20250623","중개거래","부산 금정구","-"
"1457","부산광역시 금정구 장전동","745","0745","0000","래미안장전","59.9092","202506","21","67,800","-","8","개인","개인","2017","금정로 20","-","중개거래","부산 금정구","-"
"1458","부산광역시 금정구 장전동","745","0745","0000","래미안장전","59.9383","202506","21","68,000","-","20","개인","개인","2017","금정로 20","-","중개거래","부산 금정구","-"
"1459","부산광역시 금정구 장전동","739","0739","0000","금정산2차쌍용예가","84.9640","202506","21","51,500","-","5","개인","개인","2014","수림로72번길 21","-","중개거래","부산 금정구","-"
"1460","부산광역시 사상구 학장동","858","0858","0000","학장동삼정그린코아아파트","69.9127","202506","21","30,500","-","7","개인","개인","2014","학감대로123번길 67","-","중개거래","부산 사상구","-"
"1461","부산광역시 남구 대연동","1858","1858","0000","대연힐스테이트푸르지오","95.8600","202506","21","97,000","-","27","개인","개인","2013","수영로 345","-","중개거래","부산 남구","-"
"1462","부산광역시 서구 암남동","775","0775","0000","힐스테이트이진베이시티아파트","138.8670","202506","21","135,000","-","60","개인","개인","2022","송도해변로 192","-","중개거래","부산 서구","-"
"1463","부산광역시 사상구 엄궁동","726","0726","0000","롯데캐슬","84.9677","202506","21","35,000","-","6","개인","개인","2010","엄궁북로 62","-","중개거래","부산 사상구","-"
"1464","부산광역시 금정구 장전동","717","0717","0000","벽산블루밍장전디자인시티2단지","84.9900","202506","21","51,000","-","21","개인","개인","2012","금강로 225","-","중개거래","부산 금정구","-"
"1465","부산광역시 동래구 명륜동","533-229","0533","0229","동래롯데캐슬퀸","84.9142","202506","21","59,900","-","18","개인","개인","2020","온천천로 165","-","중개거래","부산 동래구","-"
"1466","부산광역시 동래구 명륜동","795","0795","0000","명륜동힐스테이트","84.9773","202506","21","65,300","-","4","개인","개인","2018","명륜로 222","-","중개거래","부산 동래구","-"
"1467","부산광역시 동래구 명륜동","795","0795","0000","명륜동힐스테이트","84.9773","202506","21","72,000","-","20","개인","개인","2018","명륜로 222","-","중개거래","부산 동래구","-"
"1468","부산광역시 동래구 명륜동","788","0788","0000","명륜2차아이파크2단지","84.9138","202506","21","53,000","-","11","개인","개인","2015","시실로 73-6","-","중개거래","부산 동래구","-"
"1469","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202506","21","63,800","-","19","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"1470","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202506","21","63,800","-","19","개인","개인","2015","시실로 49","20250701","중개거래","부산 동래구","-"
"1471","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9138","202506","21","64,000","-","13","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"1472","부산광역시 금정구 장전동","717","0717","0000","벽산블루밍장전디자인시티2단지","84.9900","202506","21","52,000","-","11","개인","개인","2012","금강로 225","-","중개거래","부산 금정구","-"
"1473","부산광역시 수영구 민락동","108-1","0108","0001","센텀비치푸르지오","84.8800","202506","21","55,500","-","22","개인","개인","2003","광안해변로 418","-","중개거래","부산 수영구","-"
"1474","부산광역시 수영구 민락동","774","0774","0000","센텀비스타동원2차","84.9414","202506","21","80,000","-","20","개인","개인","2017","무학로63번길 142","-","중개거래","부산 수영구","-"
"1475","부산광역시 수영구 민락동","773","0773","0000","e편한세상광안비치","84.9880","202506","21","63,000","-","16","개인","개인","2016","민락수변로7번길 60","-","중개거래","부산 수영구","-"
"1476","부산광역시 수영구 민락동","765","0765","0000","부산더샵센텀포레","84.8954","202506","21","75,500","-","4","개인","개인","2014","수영로 776","-","중개거래","부산 수영구","-"
"1477","부산광역시 금정구 장전동","205-2","0205","0002","우남이채롬","84.9760","202506","21","34,500","-","6","개인","개인","2005","금정로 161","-","중개거래","부산 금정구","-"
"1478","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202506","21","59,900","-","23","개인","개인","2015","시실로 49","-","중개거래","부산 동래구","-"
"1479","부산광역시 해운대구 재송동","1197","1197","0000","더샵센텀파크2차","84.6389","202506","21","97,000","-","33","개인","개인","2005","센텀중앙로 142","-","중개거래","경남 창원시 마산회원구, 부산 해운대구","-"
"1480","부산광역시 해운대구 재송동","1200","1200","0000","더샵센텀파크1차","84.6389","202506","21","108,500","-","26","개인","개인","2005","센텀중앙로 145","-","중개거래","부산 해운대구","-"
"1481","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","84.8420","202506","21","58,000","-","7","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","-"
"1482","부산광역시 해운대구 재송동","1196","1196","0000","더샵센텀스타","109.1400","202506","21","85,000","-","35","개인","개인","2008","센텀동로 123","-","중개거래","부산 해운대구","-"
"1483","부산광역시 해운대구 재송동","1042-2","1042","0002","현대(1042-2)","82.6500","202506","21","24,000","-","10","개인","개인","1995","해운대로81번길 137","-","중개거래","부산 해운대구","-"
"1484","부산광역시 해운대구 재송동","273-3","0273","0003","센텀재송빌","59.1300","202506","21","6,600","-","6","개인","개인","1991","재반로63번길 17","-","중개거래","부산 해운대구","-"
"1485","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티2","84.9800","202506","21","55,800","-","7","개인","개인","2002","분포로 111","-","중개거래","부산 남구","-"
"1486","부산광역시 남구 용호동","176-30","0176","0030","엘지메트로시티3","84.9800","202506","21","49,000","-","21","개인","개인","2002","분포로 111","-","중개거래","부산 남구, 부산 해운대구","-"
"1487","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202506","21","63,800","-","19","개인","개인","2015","시실로 49","20250625","중개거래","부산 동래구","-"
"1488","부산광역시 동래구 명륜동","782","0782","0000","명륜2차아이파크1단지","84.9708","202506","21","61,000","-","24","개인","개인","2015","시실로 49","-","중개거래","부산 강서구, 부산 동래구","-"
"1489","부산광역시 동래구 명륜동","756-1","0756","0001","동래센트럴파크하이츠2차","131.7788","202506","21","82,000","-","26","개인","개인","2010","문화로 33","-","중개거래","부산 동래구","-"
"1490","부산광역시 기장군 일광읍 삼성리","794","0794","0000","일광한신더휴센트럴포레1단지","59.8167","202506","21","34,600","-","11","개인","개인","2020","해빛1로 62","-","중개거래","부산 기장군","-"
"1491","부산광역시 기장군 일광읍 삼성리","773","0773","0000","e편한세상일광","79.9871","202506","21","48,500","-","25","개인","개인","2020","해빛2로 21","-","중개거래","부산 기장군","-"
"1492","부산광역시 동래구 수안동","10-1","0010","0001","수안","50.5800","202506","21","19,000","B","1","개인","개인","1976","명륜로45번길 31","-","중개거래","부산 동래구","25.06.30"
"1493","부산광역시 강서구 명지동","3400","3400","0000","부산명지중흥S-클래스프라디움","59.9911","202506","21","36,500","-","11","개인","개인","2016","명지국제7로 133","-","중개거래","부산 강서구","-"
"1494","부산광역시 금정구 구서동","1078","1078","0000","구서역두산위브포세이돈","74.9395","202506","21","42,000","-","9","개인","개인","2020","금정로233번길 63","-","중개거래","부산 금정구","-"
"1495","부산광역시 수영구 수영동","541","0541","0000","현대","84.3700","202506","21","82,300","-","2","개인","개인","1988","수영로741번길 20","-","중개거래","부산 수영구","-"
"1496","부산광역시 수영구 수영동","432-1","0432","0001","수영협성르네상스타운","59.9973","202506","21","52,800","-","18","개인","개인","2004","수영로741번길 46","-","중개거래","부산 수영구","-"
"1497","부산광역시 동래구 낙민동","83-1","0083","0001","동래우성","59.6400","202506","21","28,500","-","21","개인","개인","1997","안남로 17","20250623","중개거래","부산 동래구","-"
"1498","부산광역시 동래구 낙민동","326","0326","0000","포레나동래","84.6439","202506","21","61,500","-","47","개인","개인","2019","온천천로339번길 51","20250624","중개거래","부산 동래구","-"
"1499","부산광역시 동래구 낙민동","326","0326","0000","포레나동래","84.6439","202506","21","61,500","-","47","개인","개인","2019","온천천로339번길 51","-","중개거래","부산 동래구","-"
"1500","부산광역시 금정구 구서동","1070","1070","0000","구서SKVIEW2단지","74.8487","202506","21","42,500","-","3","개인","개인","2016","금샘로245번길 11","-","중개거래","부산 금정구, 부산 부산진구","-"
"1501","부산광역시 금정구 구서동","1059","1059","0000","구서동쌍용예가2단지","84.9998","202506","21","62,500","-","16","개인","개인","2010","금샘로 262","-","중개거래","부산 금정구","-"
"1502","부산광역시 동래구 안락동","472-57","0472","0057","안락SKVIEW","59.8130","202506","21","31,000","107","11","개인","개인","1999","충렬대로 487","-","중개거래","부산 동래구","25.06.26"
"1503","부산광역시 동래구 안락동","472-57","0472","0057","안락SKVIEW","59.9100","202506","21","28,500","-","18","개인","개인","1999","충렬대로 487","-","중개거래","부산 동래구","-"
"1504","부산광역시 동래구 안락동","1240","1240","0000","안락뜨란채1단지","74.6500","202506","21","37,400","103","11","개인","개인","2005","연안로 71","-","중개거래","부산 동래구","25.06.30"
"1505","부산광역시 금정구 구서동","1049","1049","0000","구서동롯데캐슬골드2단지(1049)","84.9800","202506","21","46,000","-","4","개인","개인","2006","금강로 503","-","중개거래","부산 금정구","-"
"1506","부산광역시 금정구 구서동","1049","1049","0000","구서동롯데캐슬골드2단지(1049)","133.5700","202506","21","64,000","-","13","개인","개인","2006","금강로 503","-","중개거래","부산 금정구","-"
"1507","부산광역시 해운대구 우동","1488","1488","0000","대우월드마크센텀","117.4200","202506","21","170,000","-","28","개인","개인","2010","센텀동로 25","-","중개거래","부산 해운대구","-"
"1508","부산광역시 해운대구 우동","1527","1527","0000","해운대자이1단지","84.5368","202506","21","94,500","-","15","개인","개인","2013","해운대로 435","-","중개거래","부산 해운대구","-"
